Entry	Entry name	Protein names	InterPro	Gene ontology IDs	Gene ontology (GO)	Gene names	EC number	Pathway	Protein existence	Organism	Organism ID
A0A6L0XLP6	A0A6L0XLP6_LEIIN	Hypothetical_protein_-_conserved	IPR029071; 			LINF_200019800			Predicted	Leishmania infantum	5671
A0A6L0XUK8	A0A6L0XUK8_LEIIN	Hypothetical_protein_-_conserved	IPR016024; 			LINF_360065500			Predicted	Leishmania infantum	5671
A0A6L0X815	A0A6L0X815_LEIIN	Hypothetical_protein_-_conserved	IPR011990			LINF_180010000			Predicted	Leishmania infantum	5671
A0A6L0X436	A0A6L0X436_LEIIN	Putative_papain-like_cysteine_peptidase_(DUF1796)_-_putative	IPR014903; 			LINF_150021800			Predicted	Leishmania infantum	5671
A0A6L0XC00	A0A6L0XC00_LEIIN	Hypothetical_protein_-_conserved	IPR014729			LINF_200010400			Predicted	Leishmania infantum	5671
A0A6L0XXP1	A0A6L0XXP1_LEIIN	Domain_of_uncharacterized_function_(DUF4496)_-_pu tative	IPR040673; IPR028034; 			LINF_360060600			Predicted	Leishmania infantum	5671
A0A381MLP4	A0A381MLP4_LEIIN	Uncharacterized protein				LINJ_02_0670			Predicted	Leishmania infantum	5671
A0A6L0XM59	A0A6L0XM59_LEIIN	Hypothetical_protein_-_conserved	IPR023393			LINF_320042600			Predicted	Leishmania infantum	5671
A0A6L0XSC7	A0A6L0XSC7_LEIIN	Uncharacterized_protein_family_UPF0564_-_putative	IPR019579; 			LINF_320041800			Predicted	Leishmania infantum	5671
A0A6L0XB38	A0A6L0XB38_LEIIN	Hypothetical_protein_-_conserved	IPR026541; 			LINF_200005700			Predicted	Leishmania infantum	5671
A0A6L0XY81	A0A6L0XY81_LEIIN	Hypothetical_protein_-_conserved	IPR027417			LINF_360079100			Predicted	Leishmania infantum	5671
A0A6L0XWD9	A0A6L0XWD9_LEIIN	Hypothetical_protein_-_conserved	IPR036249; 			LINF_360017100			Predicted	Leishmania infantum	5671
A0A6L0XKS7	A0A6L0XKS7_LEIIN	Hypothetical_protein_-_conserved	IPR000048; 			LINF_310028900			Predicted	Leishmania infantum	5671
E9AG62	E9AG62_LEIIN	Uncharacterized protein				LINJ_04_1180			Predicted	Leishmania infantum	5671
A0A6L0XWM7	A0A6L0XWM7_LEIIN	Mut7-C_RNAse_domain_containing_protein_-_putative	IPR002782; 			LINF_320012500			Predicted	Leishmania infantum	5671
A0A6L0XU08	A0A6L0XU08_LEIIN	Hypothetical_protein_-_conserved	IPR016024; 			LINF_340027000			Predicted	Leishmania infantum	5671
A0A6L0XQL0	A0A6L0XQL0_LEIIN	Cytochrome_c_oxidase_assembly_protein_-_putative	IPR036249; 			LINF_250024900			Predicted	Leishmania infantum	5671
A0A6L0XT15	A0A6L0XT15_LEIIN	Sperm-tail_PG-rich_repeat_-_putative	IPR010736; 			LINF_350044700			Predicted	Leishmania infantum	5671
A4I1Z9	A4I1Z9_LEIIN	Uncharacterized protein	IPR036249; 			LINJ_26_0640			Predicted	Leishmania infantum	5671
A0A6L0XL16	A0A6L0XL16_LEIIN	TerD_domain_containing_protein_-_putative	IPR003325			LINF_310034000			Predicted	Leishmania infantum	5671
A0A6L0WKY2	A0A6L0WKY2_LEIIN	Hypothetical_protein_-_conserved	IPR012340; 			LINF_120016000			Predicted	Leishmania infantum	5671
A0A6L0XMR8	A0A6L0XMR8_LEIIN	Hypothetical_protein_-_conserved	IPR027267; 			LINF_310014200			Predicted	Leishmania infantum	5671
A0A6L0XLS9	A0A6L0XLS9_LEIIN	Conserved_protein_-_uncharacterized_function	IPR025487; 			LINF_200014400			Predicted	Leishmania infantum	5671
E9AHJ7	E9AHJ7_LEIIN	Uncharacterized protein				LINJ_30_0510			Predicted	Leishmania infantum	5671
A0A6L0XGR8	A0A6L0XGR8_LEIIN	Hypothetical_protein_-_conserved	IPR036181; 			LINF_260021600			Predicted	Leishmania infantum	5671
A0A6L0WN62	A0A6L0WN62_LEIIN	Hypothetical_protein_-_conserved	IPR039986; 			LINF_130016100			Predicted	Leishmania infantum	5671
A0A6L0XJ79	A0A6L0XJ79_LEIIN	Hypothetical_protein_-_conserved	IPR011990			LINF_290027800			Predicted	Leishmania infantum	5671
A0A6L0XKX7	A0A6L0XKX7_LEIIN	Hypothetical_protein_-_conserved	IPR016024; 			LINF_310024300			Predicted	Leishmania infantum	5671
A0A6L0X8E3	A0A6L0X8E3_LEIIN	Hypothetical_protein_-_conserved	IPR011992; 			LINF_180022000			Predicted	Leishmania infantum	5671
A0A6L0XZA7	A0A6L0XZA7_LEIIN	Hypothetical_protein_-_conserved	IPR011989; IPR016024; IPR038905; 			LINF_330029100			Predicted	Leishmania infantum	5671
A0A6L0XNQ9	A0A6L0XNQ9_LEIIN	Hypothetical_protein_-_conserved	IPR039963; 			LINF_290016200			Predicted	Leishmania infantum	5671
A4I6B8	A4I6B8_LEIIN	Uncharacterized protein				LINJ_31_0270			Predicted	Leishmania infantum	5671
A0A6L0XNE4	A0A6L0XNE4_LEIIN	Hypothetical_protein_-_conserved	IPR011990			LINF_320019900			Predicted	Leishmania infantum	5671
A0A6L0XA33	A0A6L0XA33_LEIIN	Hypothetical_protein_-_conserved	IPR039893; 			LINF_170008000			Predicted	Leishmania infantum	5671
A4I3A6	A4I3A6_LEIIN	Uncharacterized protein				LINJ_28_0340			Predicted	Leishmania infantum	5671
A0A6L0XND3	A0A6L0XND3_LEIIN	Cysteine_peptidase_-_Clan_CA_-_family_C51_-_putative	IPR007921; IPR038765; 			LINF_330037600			Predicted	Leishmania infantum	5671
A0A6L0XXQ5	A0A6L0XXQ5_LEIIN	Hypothetical_protein_-_conserved	IPR036322; 			LINF_360061600			Predicted	Leishmania infantum	5671
A0A6L0Y2T0	A0A6L0Y2T0_LEIIN	Hypothetical_protein_-_conserved	IPR040747; 			LINF_360018800			Predicted	Leishmania infantum	5671
A0A6L0Y389	A0A6L0Y389_LEIIN	Hypothetical_protein_-_conserved	IPR036249; 			LINF_360039000			Predicted	Leishmania infantum	5671
A0A6L0XS71	A0A6L0XS71_LEIIN	Hypothetical_protein_-_conserved	IPR016024; 			LINF_360033000			Predicted	Leishmania infantum	5671
A4IDC9	A4IDC9_LEIIN	Uncharacterized protein				LINJ_36_1660			Predicted	Leishmania infantum	5671
A0A6L0XYG7	A0A6L0XYG7_LEIIN	Hypothetical_protein_-_conserved	IPR037151			LINF_330041200			Predicted	Leishmania infantum	5671
E9AH67	E9AH67_LEIIN	Uncharacterized protein				LINJ_24_1670			Predicted	Leishmania infantum	5671
A4I702	A4I702_LEIIN	Uncharacterized protein				LINJ_31_2260			Predicted	Leishmania infantum	5671
A0A6L0WXT4	A0A6L0WXT4_LEIIN	Hypothetical_protein_-_conserved	IPR045399; 			LINF_160012100			Predicted	Leishmania infantum	5671
A0A6L0XSH6	A0A6L0XSH6_LEIIN	Hypothetical_protein_-_conserved	IPR042541			LINF_350050600			Predicted	Leishmania infantum	5671
A0A6L0XR99	A0A6L0XR99_LEIIN	Protein_of_uncharacterized_function_(DUF1308)_-_p utative	IPR010733; 			LINF_250008700			Predicted	Leishmania infantum	5671
A0A6L0XSN4	A0A6L0XSN4_LEIIN	Hypothetical_protein_-_conserved	IPR011990			LINF_260031200			Predicted	Leishmania infantum	5671
A0A6L0WVB9	A0A6L0WVB9_LEIIN	SET_domain_containing_protein_-_putative	IPR001214; 			LINF_150020400			Predicted	Leishmania infantum	5671
A0A381MJV1	A0A381MJV1_LEIIN	Uncharacterized protein				LINJ_26_0091			Predicted	Leishmania infantum	5671
A0A6L0XRD5	A0A6L0XRD5_LEIIN	Hypothetical_protein_-_conserved	IPR029063; 			LINF_350056900			Predicted	Leishmania infantum	5671
A0A381MKM4	A0A381MKM4_LEIIN	Uncharacterized protein				LINJ_27_0220			Predicted	Leishmania infantum	5671
A4HSW3	A4HSW3_LEIIN	Uncharacterized protein				LINJ_06_0740			Predicted	Leishmania infantum	5671
A0A6L0XNU1	A0A6L0XNU1_LEIIN	Hypothetical_protein_-_conserved	IPR016117; 			LINF_340026800			Predicted	Leishmania infantum	5671
A0A6L0XKA9	A0A6L0XKA9_LEIIN	Hypothetical_protein_-_conserved	IPR045237; 			LINF_250009100			Predicted	Leishmania infantum	5671
A0A6L0XXW3	A0A6L0XXW3_LEIIN	Hypothetical_protein_-_conserved	IPR008614; 			LINF_330016800			Predicted	Leishmania infantum	5671
A0A6L0XHF8	A0A6L0XHF8_LEIIN	Hypothetical_protein_-_conserved	IPR011009; 			LINF_270013900			Predicted	Leishmania infantum	5671
A0A6L0X789	A0A6L0X789_LEIIN	Complex_1_protein_(LYR_family)/Complex1_LYR-like_-_putative	IPR008011; 			LINF_180017500			Predicted	Leishmania infantum	5671
E9AH33	E9AH33_LEIIN	Uncharacterized protein				LINJ_24_0210			Predicted	Leishmania infantum	5671
A0A6L0XQH2	A0A6L0XQH2_LEIIN	TPR_repeat_-_putative	IPR011990; 			LINF_240008800			Predicted	Leishmania infantum	5671
A0A6L0WGK2	A0A6L0WGK2_LEIIN	4F5_protein_family_-_putative	IPR040211; IPR007513; 			LINF_010007900			Predicted	Leishmania infantum	5671
A0A6L0XKH4	A0A6L0XKH4_LEIIN	Galactose_oxidase_-_central_domain_containing_protein_-_putative	IPR015915; 			LINF_250017200			Predicted	Leishmania infantum	5671
A0A6L0XFK4	A0A6L0XFK4_LEIIN	Hypothetical_protein_-_conserved	IPR043136			LINF_240024800			Predicted	Leishmania infantum	5671
A4I7W6	A4I7W6_LEIIN	Uncharacterized protein				LINJ_32_1580			Predicted	Leishmania infantum	5671
A4IAA7	A4IAA7_LEIIN	Uncharacterized protein				LINJ_34_3190			Predicted	Leishmania infantum	5671
A0A6L0XUQ1	A0A6L0XUQ1_LEIIN	Hypothetical_protein_-_conserved	IPR042618; 			LINF_360050700			Predicted	Leishmania infantum	5671
A0A6L0XDS5	A0A6L0XDS5_LEIIN	Ubiquitin-2_like_Rad60_SUMO-like_-_putative	IPR039540; 			LINF_210025800			Predicted	Leishmania infantum	5671
A0A6L0XF65	A0A6L0XF65_LEIIN	Hypothetical_protein_-_conserved	IPR036142			LINF_240010100			Predicted	Leishmania infantum	5671
A0A6L0X7R2	A0A6L0X7R2_LEIIN	Protein_of_uncharacterized_function_(DUF3648)_-_p utative	IPR022108; 			LINF_180020000			Predicted	Leishmania infantum	5671
A0A6L0XK19	A0A6L0XK19_LEIIN	Hypothetical_protein_-_conserved	IPR027267			LINF_290031000			Predicted	Leishmania infantum	5671
A4HUL1	A4HUL1_LEIIN	Uncharacterized protein				LINJ_10_1060			Predicted	Leishmania infantum	5671
A0A6L0WHM6	A0A6L0WHM6_LEIIN	PLAC8_family_-_putative	IPR006461; 			LINF_010012000			Predicted	Leishmania infantum	5671
A0A6L0XJ33	A0A6L0XJ33_LEIIN	GNL3L/Grn1_putative_GTPase_-_putative	IPR014813; 			LINF_190007200			Predicted	Leishmania infantum	5671
A0A6L0XT05	A0A6L0XT05_LEIIN	Hypothetical_protein_-_conserved	IPR011989; IPR016024; IPR009003; 			LINF_360019900			Predicted	Leishmania infantum	5671
A4I772	A4I772_LEIIN	Uncharacterized protein				LINJ_31_2760			Predicted	Leishmania infantum	5671
A0A6L0XQ31	A0A6L0XQ31_LEIIN	Metacaspase				LINF_350020800			Predicted	Leishmania infantum	5671
A0A381ME06	A0A381ME06_LEIIN	Uncharacterized protein				LINJ.12.0661			Predicted	Leishmania infantum	5671
A0A6L0XK64	A0A6L0XK64_LEIIN	Hypothetical_protein_-_conserved	IPR045399; 			LINF_290036200			Predicted	Leishmania infantum	5671
A0A6L0WHD8	A0A6L0WHD8_LEIIN	Hypothetical_protein_-_conserved	IPR021922; 			LINF_010006300			Predicted	Leishmania infantum	5671
A4HVN5	A4HVN5_LEIIN	Uncharacterized protein				LINJ_13_0970			Predicted	Leishmania infantum	5671
A0A6L0XR60	A0A6L0XR60_LEIIN	Hypothetical_protein_-_conserved	IPR033585; 			LINF_240029300			Predicted	Leishmania infantum	5671
A0A6L0XHQ1	A0A6L0XHQ1_LEIIN	Hypothetical_protein_-_conserved	IPR011990			LINF_280015800			Predicted	Leishmania infantum	5671
A0A6L0XTV2	A0A6L0XTV2_LEIIN	Hypothetical_protein_-_conserved	IPR029058; 			LINF_290026200			Predicted	Leishmania infantum	5671
A0A381MI35	A0A381MI35_LEIIN	Uncharacterized protein				LINJ_20_1590			Predicted	Leishmania infantum	5671
A0A6L0XT73	A0A6L0XT73_LEIIN	Uncharacterized_ACR_-_COG1678_-_putative	IPR003774; 			LINF_280034600			Predicted	Leishmania infantum	5671
A0A6L0XLM5	A0A6L0XLM5_LEIIN	Zinc-finger_domain_containing_protein_-_putative	IPR019401; 			LINF_300034900			Predicted	Leishmania infantum	5671
A0A6L0WLF2	A0A6L0WLF2_LEIIN	NRDE_protein_-__putative	IPR008551; 			LINF_090007600			Predicted	Leishmania infantum	5671
A0A6L0XFV1	A0A6L0XFV1_LEIIN	Hypothetical_protein_-_conserved	IPR018788; 			LINF_250025800			Predicted	Leishmania infantum	5671
A4I0B2	A4I0B2_LEIIN	Uncharacterized protein				LINJ_23_0780			Predicted	Leishmania infantum	5671
A0A6L0XU29	A0A6L0XU29_LEIIN	Uncharacterized_conserved_protein_H4_(DUF2046)_-_ putative	IPR019152; 			LINF_340029000			Predicted	Leishmania infantum	5671
A0A6L0WGT0	A0A6L0WGT0_LEIIN	Hypothetical_protein_-_conserved	IPR013783			LINF_020011100			Predicted	Leishmania infantum	5671
A0A6L0XW63	A0A6L0XW63_LEIIN	Hypothetical_protein_-_conserved	IPR043111			LINF_360009100			Predicted	Leishmania infantum	5671
A0A6L0X813	A0A6L0X813_LEIIN	Hypothetical_protein_-_conserved	IPR000048; 			LINF_180015000			Predicted	Leishmania infantum	5671
A0A6L0XBK3	A0A6L0XBK3_LEIIN	MORN_repeat-containing_protein	IPR003409; 			LINF_200016100			Predicted	Leishmania infantum	5671
A0A6L0XQD6	A0A6L0XQD6_LEIIN	Complex_1_protein_(LYR_family)_-_putative	IPR008011; 			LINF_250015800			Predicted	Leishmania infantum	5671
A0A6L0WTI1	A0A6L0WTI1_LEIIN	MIX_protein	IPR040571; 			LINF_080016900			Predicted	Leishmania infantum	5671
A0A6L0XL78	A0A6L0XL78_LEIIN	Nuclear_segregation_protein_-_putative	IPR039604; 			LINF_320005100			Predicted	Leishmania infantum	5671
A0A6L0XMQ4	A0A6L0XMQ4_LEIIN	Hypothetical_protein_-_conserved	IPR011009; 			LINF_310012300			Predicted	Leishmania infantum	5671
A0A6L0XA06	A0A6L0XA06_LEIIN	Hypothetical_protein_-_conserved	IPR019339; 			LINF_190015600			Predicted	Leishmania infantum	5671
A0A6L0Y2T5	A0A6L0Y2T5_LEIIN	Hypothetical_protein_-_conserved	IPR023393			LINF_360059100			Predicted	Leishmania infantum	5671
A0A6L0WQT2	A0A6L0WQT2_LEIIN	N-terminal_region_of_Chorein_-_a_TM_vesicle-mediated_sorter_-_putative	IPR026854; 			LINF_070018300			Predicted	Leishmania infantum	5671
A0A6L0WQX1	A0A6L0WQX1_LEIIN	Tc40_antigen-like	IPR036322; 			LINF_140015400			Predicted	Leishmania infantum	5671
A0A6L0XK47	A0A6L0XK47_LEIIN	Pentatricopeptide_repeat_domain_containing_protein_-_putative	IPR011990			LINF_300034200			Predicted	Leishmania infantum	5671
A0A6L0XRS3	A0A6L0XRS3_LEIIN	Hypothetical_protein_-_conserved	IPR013083			LINF_260021000			Predicted	Leishmania infantum	5671
A0A6L0XRA5	A0A6L0XRA5_LEIIN	Lsm12_protein_-_putative	IPR039683; 			LINF_350058500			Predicted	Leishmania infantum	5671
A0A6L0XPZ1	A0A6L0XPZ1_LEIIN	Hypothetical_protein_-_conserved	IPR016024; 			LINF_330041500			Predicted	Leishmania infantum	5671
A0A6L0XQE8	A0A6L0XQE8_LEIIN	Domain_of_uncharacterized_function_(DUF4520)_-_pu tative	IPR027865; 			LINF_330036800			Predicted	Leishmania infantum	5671
A0A6L0WIE7	A0A6L0WIE7_LEIIN	Hypothetical_protein_-_conserved	IPR031313; 			LINF_070009500			Predicted	Leishmania infantum	5671
A0A6L0WWP5	A0A6L0WWP5_LEIIN	Hypothetical_protein_-_conserved	IPR041189; 			LINF_150019100			Predicted	Leishmania infantum	5671
A0A6L0XWF4	A0A6L0XWF4_LEIIN	Hypothetical_protein_-_conserved	IPR027267			LINF_310013450			Predicted	Leishmania infantum	5671
A0A6L0XJL5	A0A6L0XJL5_LEIIN	Putative_papain-like_cysteine_peptidase_(DUF1796)_-_putative	IPR014903; 			LINF_300020800			Predicted	Leishmania infantum	5671
A0A6L0XUA6	A0A6L0XUA6_LEIIN	Hypothetical_protein_-_conserved	IPR043136			LINF_360036500			Predicted	Leishmania infantum	5671
A0A6L0XTY0	A0A6L0XTY0_LEIIN	Hypothetical_protein_-_conserved	IPR010920; 			LINF_280015300			Predicted	Leishmania infantum	5671
A0A6L0WJI2	A0A6L0WJI2_LEIIN	Sel1_repeat_-_putative	IPR011990			LINF_070016900			Predicted	Leishmania infantum	5671
A0A6L0XKP4	A0A6L0XKP4_LEIIN	Hypothetical_protein_-_conserved	IPR036872			LINF_300018400			Predicted	Leishmania infantum	5671
A0A6L0XXU7	A0A6L0XXU7_LEIIN	Hypothetical_protein_-_conserved	IPR037151			LINF_330015700			Predicted	Leishmania infantum	5671
A0A6L0XGA8	A0A6L0XGA8_LEIIN	Hypothetical_protein_-_conserved	IPR011990			LINF_180014400			Predicted	Leishmania infantum	5671
A0A6L0WQR2	A0A6L0WQR2_LEIIN	RNA_binding_protein-like_protein	IPR041232; 			LINF_070016300			Predicted	Leishmania infantum	5671
A0A6L0WL10	A0A6L0WL10_LEIIN	Hypothetical_protein_-_conserved	IPR013087; 			LINF_010013100			Predicted	Leishmania infantum	5671
A0A6L0XPP7	A0A6L0XPP7_LEIIN	Hypothetical_protein_-_conserved	IPR029063; 			LINF_350008500			Predicted	Leishmania infantum	5671
A0A6L0XI92	A0A6L0XI92_LEIIN	Hypothetical_protein_-_conserved	IPR042231			LINF_280008000			Predicted	Leishmania infantum	5671
A0A6L0X6Y1	A0A6L0X6Y1_LEIIN	Hypothetical_protein_-_conserved	IPR012677			LINF_170005600			Predicted	Leishmania infantum	5671
A0A6L0WHU0	A0A6L0WHU0_LEIIN	Hypothetical_protein_-_conserved	IPR011989			LINF_050013400			Predicted	Leishmania infantum	5671
A0A6L0Y075	A0A6L0Y075_LEIIN	Hypothetical_protein_-_conserved	IPR014848; 			LINF_340047700			Predicted	Leishmania infantum	5671
A0A6L0XU95	A0A6L0XU95_LEIIN	Hypothetical_protein_-_conserved	IPR036249; 			LINF_340036000			Predicted	Leishmania infantum	5671
A0A6L0XE21	A0A6L0XE21_LEIIN	Quinonprotein_alcohol_dehydrogenase-like_protein_-_putative	IPR011047; 			LINF_200011500			Predicted	Leishmania infantum	5671
A0A6L0XV73	A0A6L0XV73_LEIIN	Hypothetical_protein_-_conserved	IPR001357; IPR036420; 			LINF_290027300			Predicted	Leishmania infantum	5671
A0A6L0XR79	A0A6L0XR79_LEIIN	Hypothetical_protein_-_conserved	IPR045329; 			LINF_350007100			Predicted	Leishmania infantum	5671
A0A6L0XZP7	A0A6L0XZP7_LEIIN	Hypothetical_protein_-_conserved	IPR023393			LINF_340008300			Predicted	Leishmania infantum	5671
A0A6L0WKV6	A0A6L0WKV6_LEIIN	PUF_nine_target_1	IPR005077; 			LINF_110012900			Predicted	Leishmania infantum	5671
A0A6L0WWQ7	A0A6L0WWQ7_LEIIN	Hypothetical_protein_-_conserved	IPR007714; 			LINF_150007200			Predicted	Leishmania infantum	5671
A0A6L0XQY0	A0A6L0XQY0_LEIIN	Pentapeptide_repeats_(9_copies)_-_putative	IPR001646; 			LINF_260012000			Predicted	Leishmania infantum	5671
A0A6L0XNR4	A0A6L0XNR4_LEIIN	Hypothetical_protein_-_conserved	IPR009069; 			LINF_320032800			Predicted	Leishmania infantum	5671
A4I2L7	A4I2L7_LEIIN	Uncharacterized protein				LINJ_27_0290			Predicted	Leishmania infantum	5671
A0A6L0WI87	A0A6L0WI87_LEIIN	Hypothetical_protein_-_conserved	IPR026205; 			LINF_060016700			Predicted	Leishmania infantum	5671
A0A6L0XUN3	A0A6L0XUN3_LEIIN	Hypothetical_protein_-_conserved	IPR039341; 			LINF_350005700			Predicted	Leishmania infantum	5671
A0A6L0Y363	A0A6L0Y363_LEIIN	Kinetoplast_DNA-associated_protein_-_putative	IPR036910; 			LINF_360069100			Predicted	Leishmania infantum	5671
A0A6L0XUQ7	A0A6L0XUQ7_LEIIN	Zinc-finger_of_a_C2HC-type_-_putative	IPR026319; 			LINF_290007900			Predicted	Leishmania infantum	5671
A0A6L0WIL6	A0A6L0WIL6_LEIIN	Dpy-30_motif_containing_protein_-_putative	IPR007858; 			LINF_070017100			Predicted	Leishmania infantum	5671
A0A6L0XRA7	A0A6L0XRA7_LEIIN	Arrestin_(Or_S-antigen)_-_N-terminal_domain_containing_protein_-_putative	IPR014752			LINF_350009600			Predicted	Leishmania infantum	5671
A0A6L0XG58	A0A6L0XG58_LEIIN	Hypothetical_protein_-_conserved	IPR045166; 			LINF_240013000			Predicted	Leishmania infantum	5671
A0A6L0XG40	A0A6L0XG40_LEIIN	Hypothetical_protein_-_conserved	IPR016024; 			LINF_220008000			Predicted	Leishmania infantum	5671
A0A6L0XCE0	A0A6L0XCE0_LEIIN	Hypothetical_protein_-_conserved	IPR008942			LINF_210011400			Predicted	Leishmania infantum	5671
A0A6L0XG06	A0A6L0XG06_LEIIN	Pre-RNA_processing_PIH1/Nop17_-_putative	IPR012981; 			LINF_190020800			Predicted	Leishmania infantum	5671
A0A6L0WPI3	A0A6L0WPI3_LEIIN	Hypothetical_protein_-_conserved	IPR036102; 			LINF_120010700			Predicted	Leishmania infantum	5671
A0A6L0XJL3	A0A6L0XJL3_LEIIN	Mitochondrial_oligo_U_binding_protein_TBRGG1_-_putative	IPR016024; 			LINF_300013200			Predicted	Leishmania infantum	5671
A0A6L0WRV0	A0A6L0WRV0_LEIIN	Hypothetical_protein_-_conserved	IPR039902; 			LINF_100019500			Predicted	Leishmania infantum	5671
A0A6L0XSX9	A0A6L0XSX9_LEIIN	Hypothetical_protein_-_conserved	IPR023614			LINF_360060800			Predicted	Leishmania infantum	5671
A0A6L0XLL7	A0A6L0XLL7_LEIIN	Hypothetical_protein_-_conserved				LINF_270007200 LINF_270007400			Predicted	Leishmania infantum	5671
A0A6L0XGX0	A0A6L0XGX0_LEIIN	Hypothetical_protein_-_conserved				LINF_270022500 LINF_270022700			Predicted	Leishmania infantum	5671
A0A6L0XUA8	A0A6L0XUA8_LEIIN	Phosphoprotein Lepp12 (Phosphoprotein_lepp12)				LINF_360067000			Evidence at transcript level	Leishmania infantum	5671
A0A6L0Y1J4	A0A6L0Y1J4_LEIIN	Hypothetical_protein_-_conserved (ORF2)				LINF_350056200			Predicted	Leishmania infantum	5671
A4IC61	A4IC61_LEIIN	Hypothetical_protein_-_conserved (ORF10)				LINF_350056300			Predicted	Leishmania infantum	5671
A0A6L0WI05	A0A6L0WI05_LEIIN	Hypothetical_protein_-_conserved				LINF_060007500			Predicted	Leishmania infantum	5671
A0A6L0XCX1	A0A6L0XCX1_LEIIN	Hypothetical_protein_-_conserved				LINF_180007600			Predicted	Leishmania infantum	5671
E8NHC8	E8NHC8_LEIIN	Uncharacterized protein				LinJ_31_3370			Predicted	Leishmania infantum	5671
A0A6L0XT62	A0A6L0XT62_LEIIN	Bilobe_protein_-_conserved	IPR012609; 			LINF_360069800			Predicted	Leishmania infantum	5671
A0A6L0XCN6	A0A6L0XCN6_LEIIN	Hypothetical_protein_-_conserved	IPR027417; 			LINF_170017500			Predicted	Leishmania infantum	5671
A0A6L0XF42	A0A6L0XF42_LEIIN	Hypothetical_protein_-_conserved				LINF_250008800			Predicted	Leishmania infantum	5671
A0A6L0XGS6	A0A6L0XGS6_LEIIN	Hypothetical_protein_-_conserved				LINF_260022600			Predicted	Leishmania infantum	5671
A0A6L0WPF8	A0A6L0WPF8_LEIIN	Hypothetical_protein_-_conserved				LINF_040005500			Predicted	Leishmania infantum	5671
A0A6L0XM70	A0A6L0XM70_LEIIN	Outer_dynein_arm_docking_complex_-_putative				LINF_320036200			Predicted	Leishmania infantum	5671
A0A6L0XP90	A0A6L0XP90_LEIIN	Hypothetical_protein_-_conserved				LINF_220018300			Predicted	Leishmania infantum	5671
A0A6L0XJ03	A0A6L0XJ03_LEIIN	Hypothetical_protein_-_conserved				LINF_280012500			Predicted	Leishmania infantum	5671
A0A6L0WQQ4	A0A6L0WQQ4_LEIIN	Hypothetical_protein_-_conserved				LINF_130006300			Predicted	Leishmania infantum	5671
A0A6L0Y3B3	A0A6L0Y3B3_LEIIN	Hypothetical_protein_-_conserved				LINF_360042000			Predicted	Leishmania infantum	5671
A0A6L0WUU9	A0A6L0WUU9_LEIIN	Hypothetical_protein_-_conserved				LINF_150015700			Predicted	Leishmania infantum	5671
A0A6L0XQ63	A0A6L0XQ63_LEIIN	Hypothetical_protein_-_conserved				LINF_300038000			Predicted	Leishmania infantum	5671
A0A6L0WJJ1	A0A6L0WJJ1_LEIIN	Hypothetical_protein_-_conserved				LINF_080006100			Predicted	Leishmania infantum	5671
A0A6L0XV28	A0A6L0XV28_LEIIN	Hypothetical_protein_-_conserved				LINF_290022000			Predicted	Leishmania infantum	5671
A0A6L0XMI6	A0A6L0XMI6_LEIIN	Hypothetical_protein_-_conserved				LINF_210006300			Predicted	Leishmania infantum	5671
A0A6L0XVD4	A0A6L0XVD4_LEIIN	Hypothetical_protein_-_conserved				LINF_360071900			Predicted	Leishmania infantum	5671
A0A6L0XMF7	A0A6L0XMF7_LEIIN	Hypothetical_protein_-_conserved				LINF_330010900			Predicted	Leishmania infantum	5671
A0A6L0XAC2	A0A6L0XAC2_LEIIN	Hypothetical_protein_-_conserved				LINF_190018000			Predicted	Leishmania infantum	5671
